text,sentiment,urgency,categories_vector,categories_str
How long does the battery last on the headphones?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
You shipped the item to my old address even though I updated it.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
my order was suddenly cancelled without any notification.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
"The tablet was fine for a month, then started leaking a brown liquid from the bottom.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
the monitor won't turn on after the latest firmware update.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
"The keyboard was fine for a month, then started leaking a brown liquid from the bottom.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The agent who helped me was fantastic and resolved my issue immediately.,positive,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
Unacceptable. My account is overdrawn because of an unauthorized charge from your company.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I placed an order 3 hours ago and it still shows as pending.,negative,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
I placed an order 3 hours ago and it still shows as pending.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
"I really liked the design, until it overheated and scorched my desk.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"Works great overall, but there is a persistent electric burning smell from the monitor.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
Really impressive how your agent confidently gave me completely wrong information.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
The order confirmation email had the wrong items listed.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
I can't access my account and I need to cancel an order urgently.,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
My order arrived exactly as described and right on time. Great experience!,positive,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
The keyboard won't turn on after the latest firmware update.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Unacceptable. My account is overdrawn because of an unauthorized charge from your company.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I love that the screen scratched on day one. Gives it that charming used aesthetic.,negative,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
My blender overheated and got so hot it burned my hand.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
My tablet tracking hasn't updated in a week and the order still shows as processing.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 1]","shipping,order_status"
"The blender works, but the build quality feels very cheap.",negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"Works great overall, but there is a persistent electric burning smell from the mouse.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
There were visible sparks from the mouse power cord. Is this normal?,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
"The charger mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
When will my next payment be due?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
The representative I spoke to was incredibly rude and hung up on me.,negative,high,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
The mouse caught on fire when I plugged it in! This is dangerous!,negative,high,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
The packaging was excellent and very secure.,positive,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Is the keyboard waterproof?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
Tracking says my charger was delivered but it's NOT here! Did someone steal it?,negative,high,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Is the blender waterproof?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"Oh sure, just leave the box in the pouring rain. Brilliant idea.",negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Thanks for delivering my package to the wrong house. My neighbors appreciate the free gift.,negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Is there a compatibility guide for your software?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
there's a chemical smell coming from the mouse when it charges.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
Is there a compatibility guide for your software?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Can I get a refund to store credit instead of my original payment method?,negative,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
How long does the battery last on the laptop?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
Best phone I have ever owned.,positive,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
I've been on hold for three hours! Your support is nonexistent.,negative,high,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
I heard a popping sound from the headphones and now it leaks a liquid.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
Really impressive how your agent confidently gave me completely wrong information.,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
I'm so thrilled that my overnight delivery managed to arrive only two weeks late.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
"It took two days to get an email reply, which is too slow.",negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Do you ship internationally?,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
How do I update my credit card information?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
There were visible sparks from the mouse power cord. Is this normal?,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
I can't remember my username. How do I recover it?,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
The order confirmation email had the wrong items listed.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
There's a chemical smell coming from the headphones when it charges.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
You said 3-5 business days for the refund. It's been three weeks.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
"The headphones works, but the build quality feels very cheap.",negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
my headphones overheated and got so hot it burned my hand.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
Thanks for the copy-pasted email that didn't address my issue at all. Super helpful.,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
The software keeps freezing every few hours.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"The smartwatch mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
I paid for overnight shipping and it's been a week. Refund my shipping costs now!,negative,high,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
I heard a popping sound from the monitor and now it leaks a liquid.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
I canceled my subscription months ago and you just billed me $100. Refund immediately!,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"The monitor mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
the setup guide was very clear and helpful.!,positive,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
The tablet crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
Thanks for delivering my package to the wrong house. My neighbors appreciate the free gift.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
"Great sound quality, but the casing on the blender melted while charging.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
I keep getting error code 502 on the phone. No documentation explains it.,negative,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
You charged me twice for my smartwatch and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
I've been locked out of my account for 3 days. I have orders pending!,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
The new firmware update fixed all my issues. Great work!,positive,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
The mouse emitted an electric shock when I touched it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
I placed an order 3 hours ago and it still shows as pending.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
The mouse caught on fire when I plugged it in! This is dangerous!,negative,high,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
tracking says my keyboard was delivered but it's not here! did someone steal it?,negative,high,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
My blender was supposed to be here for a birthday tomorrow and it's delayed! I'm furious.,negative,high,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
My order arrived exactly as described and right on time. Great experience!,positive,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
I paid for overnight shipping and it's been a week. Refund my shipping costs now!,negative,high,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Your billing portal is incredibly easy to use.,positive,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
You charged me twice for my monitor and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
"It's a beautiful keyboard, but the glass shattered randomly and cut my hand.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
I placed an order 3 hours ago and it still shows as pending.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
There were visible sparks from the keyboard power cord. Is this normal?,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
I'm so thrilled that my overnight delivery managed to arrive only two weeks late.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Thanks for delivering my package to the wrong house. My neighbors appreciate the free gift.,negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
where can i download the latest driver for my device?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Thanks for delivering my package to the wrong house. My neighbors appreciate the free gift.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The support article didn't quite answer my specific question.,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"The headphones mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The order confirmation email had the wrong items listed.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
"I really liked the design, until it overheated and scorched my desk.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
I keep getting error code 502 on the mouse. No documentation explains it.,negative,high,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Best laptop I have ever owned.,positive,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"The phone mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
I keep getting error code 502 on the keyboard. No documentation explains it.,negative,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
You charged me twice for my laptop! I need a refund right now or I'm calling my bank.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
i can't access my account and i need to cancel an order urgently.!!,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
The software update bricked my device completely.,negative,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Really impressed that my next-day delivery took this long. You've invented time travel.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
You said 3-5 business days for the refund. It's been three weeks.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
I just love getting billed twice for the same order. Such a generous company.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I'm so thrilled that my overnight delivery managed to arrive only two weeks late.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The smartwatch started smoking while charging. I'm scared to use it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
The representative I spoke to was incredibly rude and hung up on me.,negative,high,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"It's a beautiful headphones, but the glass shattered randomly and cut my hand.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
My order was suddenly cancelled without any notification.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
"I really liked the design, until it overheated and scorched my desk.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
the order confirmation email had the wrong items listed.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
My order was suddenly cancelled without any notification.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
"The blender works like a beast, although the sparks coming out of the motor were a pretty exciting bonus feature.",negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
I opened the box and the screen on the phone is completely shattered.,negative,high,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"Great sound quality, but the casing on the laptop melted while charging.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The password reset link you sent me has expired.,negative,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"I really liked the design, until it overheated and scorched my desk.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"I really liked the design, until it overheated and scorched my desk.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
Tracking says my blender was delivered but it's NOT here! Did someone steal it?,negative,high,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
I heard a popping sound from the phone and now it leaks a liquid.!,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
My laptop was supposed to be here for a birthday tomorrow and it's delayed! I'm furious.,negative,high,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
What are your support hours?,neutral,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Can I change the shipping address after the order is placed?,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
